9_1_0,23_1_0,23_1_1
9_1_4606,InterpositionAnastomosisStructure,23_1_4087
9_1_4607,SegmentOfBirthCanal,23_1_1410
9_1_4608,InflammationLesion,23_1_6253
9_1_4609,InflammationLesion,23_1_6254
9_1_4610,BodySpace,23_1_6255
9_1_4611,SynovialMembrane,23_1_6260
9_1_4612,SmoothMuscleContractionProcess,23_1_6266
9_1_4613,AgenesisLesion,23_1_6267
9_1_4614,Substance,23_1_6268
9_1_4615,Gas,23_1_6269
9_1_4616,BleedingSymptom,23_1_5337
9_1_4617,GastrointestinalPeristalsis,23_1_449
9_1_4618,InfectionLesion,23_1_4502
9_1_4619,Loop,23_1_5909
9_1_4620,BodyCavity,23_1_6270
9_1_4621,Motility,23_1_6272
9_1_4622,SmoothMuscle,23_1_3451
9_1_4623,SmoothMuscleSpasm,23_1_6273
9_1_4624,Displacement,23_1_6274
9_1_4625,SmoothMuscleContractionProcess,23_1_6273
9_1_4626,PerforatingLesion,23_1_3323
9_1_4627,Route,23_1_3002
9_1_4628,InfectionLesion,23_1_3323
9_1_4629,TunicaIntima,23_1_1596
9_1_4630,TunicaIntima,23_1_6278
9_1_4631,CognitiveImpairment,23_1_6279
9_1_4632,Artery,23_1_130
9_1_4633,BloodVessel,23_1_130
9_1_4634,Vein,23_1_130
9_1_4635,Displacement,23_1_6283
9_1_4636,Artery,23_1_6285
9_1_4637,BloodVessel,23_1_6285
9_1_4638,BodyStructure,23_1_6285
9_1_4639,Vein,23_1_6285
9_1_4640,BodyStructure,23_1_6289
9_1_4641,BodyStructure,23_1_6290
9_1_4642,Lymphnode,23_1_624
9_1_4643,Artery,23_1_624
9_1_4644,BloodVessel,23_1_624
9_1_4645,Vein,23_1_624
9_1_4646,Route,23_1_6294
9_1_4647,Route,23_1_6295
9_1_4648,Route,23_1_6296
9_1_4649,Route,23_1_6297
9_1_4650,Route,23_1_6298
9_1_4651,Route,23_1_6299
9_1_4652,Route,23_1_6300
9_1_4653,BodyPart,23_1_6302
9_1_4654,SectionOfPyramidalTract,23_1_6312
9_1_4655,CerebroSpinalFluid,23_1_6318
9_1_4656,SectionOfMeningealSpace,23_1_3065
9_1_4657,Route,23_1_6321
9_1_4658,Route,23_1_6322
9_1_4659,Groove,23_1_6323
9_1_4660,ObstructingLesion,23_1_6324
9_1_4661,Route,23_1_6325
9_1_4662,Route,23_1_6326
9_1_4663,Fixing,23_1_6327
9_1_4664,Route,23_1_6328
9_1_4665,Route,23_1_309
9_1_4666,Displacement,23_1_6329
9_1_4667,Route,23_1_6330
9_1_4668,Route,23_1_6331
9_1_4669,Route,23_1_6332
9_1_4670,HaemorrhageLesion,23_1_6333
9_1_4671,Muscle,23_1_6334
9_1_4672,Pressure,23_1_6335
9_1_4673,Route,23_1_6336
9_1_4674,Pain,23_1_6337
9_1_4675,LacrimalSystemComponent,23_1_3617
9_1_4676,Muscle,23_1_3617
9_1_4677,Route,23_1_6338
9_1_4678,LowBloodOxygenConcentration,23_1_6339
9_1_4679,Route,23_1_6341
9_1_4680,Route,23_1_6342
9_1_4681,Route,23_1_6343
9_1_4682,Route,23_1_6344
9_1_4683,Route,23_1_6345
9_1_4684,Conceptus,23_1_6346
9_1_4685,Route,23_1_2721
9_1_4686,Route,23_1_6347
9_1_4687,Displacement,23_1_6348
9_1_4688,Route,23_1_6349
9_1_4689,Route,23_1_255
9_1_4690,StriatedMuscle,23_1_4983
9_1_4691,BodyStructure,23_1_4329
9_1_4692,Behaviour,23_1_534
9_1_4693,BodyStructure,23_1_682
9_1_4694,BodyStructure,23_1_6350
9_1_4695,BodyStructure,23_1_6351
9_1_4696,PathologicalBodyStructure,23_1_6355
9_1_4697,PathologicalBodyStructure,23_1_6356
9_1_4698,InversionLesion,23_1_6357
9_1_4699,InvertedNipple,23_1_129
9_1_4700,TWaveOfECGTrace,23_1_6358
9_1_4701,ClinicalAct,23_1_6359
9_1_4702,ModifierConcept,23_1_6360
9_1_4703,BodyStructure,23_1_6361
9_1_4704,InvoluntaryMovement,23_1_129
9_1_4705,PathologicalBodyStructure,23_1_6362
9_1_4706,Iodine,23_1_273
9_1_4707,Device,23_1_6364
9_1_4708,InflammationLesion,23_1_6366
9_1_4709,ChemicalSubstance,23_1_4977
9_1_4710,LowHaemoglobinConcentration,23_1_6368
9_1_4711,IronCompound,23_1_273
9_1_4712,Iron,23_1_1288
9_1_4713,IronSorbitol,23_1_273
9_1_4714,Irradiation,23_1_3845
9_1_4715,BodyStructure,23_1_6369
9_1_4716,Irradiation,23_1_6370
9_1_4717,MenstrualCycle,23_1_6371
9_1_4718,Reversibility,23_1_6372
9_1_4719,Permanence,23_1_6373
9_1_4720,PulpitisOfTooth,23_1_357
9_1_4721,ThinningOfSkin,23_1_357
9_1_4722,Irrigating,23_1_1536
9_1_4723,Irrigating,23_1_6374
9_1_4724,InflammationLesion,23_1_6376
9_1_4725,Irritation,23_1_6377
9_1_4726,Irritation,23_1_6378
9_1_4727,Irritation,23_1_129
9_1_4728,PathologicalBodyStructure,23_1_6379
9_1_4729,CardiacPathology,23_1_6380
9_1_4730,IschaemicCardiacPathology,23_1_6381
9_1_4731,Phenomenon,23_1_6382
9_1_4732,StriatedMuscle,23_1_1626
9_1_4733,PathologicalBodyStructure,23_1_6384
9_1_4734,CardiacMuscle,23_1_6385
9_1_4735,Pain,23_1_6386
9_1_4736,PermanentCentralNeuropathy,23_1_6387
9_1_4737,IschaemicLesion,23_1_6383
9_1_4738,BonyArm,23_1_6388
9_1_4739,Eminence,23_1_6388
9_1_4740,BenignNeoplasticProcess,23_1_6397
9_1_4741,Immunoglobulin,23_1_6397
9_1_4742,Isoleucine,23_1_273
9_1_4743,IspaghulaHusk,23_1_273
9_1_4744,Isthmus,23_1_6404
9_1_4745,Isthmus,23_1_1200
9_1_4746,Wheal,23_1_6408
9_1_4747,Jaundice,23_1_6411
9_1_4748,Jaundice,23_1_129
9_1_4749,ExaminingProcess,23_1_6412
9_1_4750,BodyCavity,23_1_6413
9_1_4751,InflammationLesion,23_1_6414
9_1_4752,PhysicalPresentation,23_1_6419
9_1_4753,MotionSmoothness,23_1_6420
9_1_4754,PathologicalBodyStructure,23_1_6424
9_1_4755,ArticulationProcess,23_1_6009
9_1_4756,AdjacentRegion,23_1_6425
9_1_4757,DislocationLesion,23_1_668
9_1_4758,ExaminingProcess,23_1_6009
9_1_4759,InfectionLesion,23_1_668
9_1_4760,Ligament,23_1_1637
9_1_4761,Preventing,23_1_6428
9_1_4762,Meniscus,23_1_6427
9_1_4763,Joint,23_1_6429
9_1_4764,Joint,23_1_1627
9_1_4765,Joint,23_1_3496
9_1_4766,Joint,23_1_6430
9_1_4767,Joint,23_1_1630
9_1_4768,Displacement,23_1_6432
9_1_4769,PathologicalPhenomenon,23_1_6009
9_1_4770,ArticulationProcess,23_1_1633
9_1_4771,Volume,23_1_6433
9_1_4772,Effectiveness,23_1_6434
9_1_4773,LiquidBlood,23_1_6437
9_1_4774,Junction,23_1_6438
9_1_4775,Dermatomyositis,23_1_2627
9_1_4776,Kaolin,23_1_273
9_1_4777,Desquamation,23_1_6444
9_1_4778,Desquamation,23_1_6445
9_1_4779,Desquamation,23_1_6446
9_1_4780,Edge,23_1_6449
9_1_4781,InflammationLesion,23_1_250
9_1_4782,PathologicalBodyStructure,23_1_6450
9_1_4783,Acidosis,23_1_6451
9_1_4784,Edge,23_1_6046
9_1_4785,ExaminingProcess,23_1_2390
9_1_4786,Displacement,23_1_6465
9_1_4787,Palpating,23_1_2390
9_1_4788,Calculus,23_1_3633
9_1_4789,Viability,23_1_6467
9_1_4790,ExaminingProcess,23_1_6504
9_1_4791,SynovialMembrane,23_1_2897
9_1_4792,BodyCavity,23_1_6516
9_1_4793,ExaminingProcess,23_1_6519
9_1_4794,ArticulationProcess,23_1_803
9_1_4795,InternalRegion,23_1_6520
9_1_4796,ArticulationProcess,23_1_6521
9_1_4797,Displacement,23_1_6522
9_1_4798,Sign,23_1_6504
9_1_4799,Symptom,23_1_6504
9_1_4800,AtrophicLesion,23_1_3838
9_1_4801,HyalinisationLesion,23_1_5423
9_1_4802,Commissure,23_1_646
9_1_4803,Frenulum,23_1_6542
9_1_4804,HypertrophicLesion,23_1_6543
9_1_4805,FacialSurfaceOfTooth,23_1_6544
9_1_4806,Human,23_1_6548
9_1_4807,ComponentOfInnerEar,23_1_6550
9_1_4808,PathologicalPhenomenon,23_1_6552
9_1_4809,InflammationLesion,23_1_6553
9_1_4810,PathologicalBodyStructure,23_1_6554
9_1_4811,PhysicalPresentation,23_1_6555
9_1_4812,Crest,23_1_6560
9_1_4813,Excretion,23_1_6565
9_1_4814,Route,23_1_6566
9_1_4815,BodyStructure,23_1_6579
9_1_4816,ChemicalSubstance,23_1_586
9_1_4817,LacticAcid,23_1_273
9_1_4818,LowBloodpH,23_1_6581
9_1_4819,Lactose,23_1_273
9_1_4820,BonyLamina,23_1_1542
9_1_4821,BonyLamina,23_1_1543
9_1_4822,BonyLamina,23_1_1544
9_1_4823,BonyLamina,23_1_1545
9_1_4824,NonDirectInspecting,23_1_6589
9_1_4825,BodyStructure,23_1_6590
9_1_4826,AgenesisLesion,23_1_6595
9_1_4827,Commissure,23_1_4983
9_1_4828,KeratosisLesion,23_1_6596
9_1_4829,BodyCavity,23_1_6597
9_1_4830,Lymphnode,23_1_6598
9_1_4831,MucousMembrane,23_1_6599
9_1_4832,Oedema,23_1_6600
9_1_4833,PathologicalPhenomenon,23_1_6601
9_1_4834,InflammationLesion,23_1_6600
9_1_4835,NonDirectInspecting,23_1_6605
9_1_4836,MucousMembrane,23_1_6606
9_1_4837,Diameter,23_1_6607
9_1_4838,Apparatus,23_1_6616
9_1_4839,Device,23_1_6616
9_1_4840,AtLeastPairedBodyWall,23_1_820
9_1_4841,BorderOfScapula,23_1_820
9_1_4842,InferiorCalcanealTubercle,23_1_820
9_1_4843,Multiple,23_1_6619
9_1_4844,ArticularSurface,23_1_6631
9_1_4845,GeniculateBody,23_1_1074
9_1_4846,GeniculateNucleus,23_1_1074
9_1_4847,Malleolus,23_1_820
9_1_4848,MamillaryBodyNucleus,23_1_820
9_1_4849,CanthusOfEye,23_1_820
9_1_4850,PalpebralLigament,23_1_820
9_1_4851,PortionOfPatellarRetinaculum,23_1_820
9_1_4852,PharyngealWall,23_1_820
9_1_4853,PreopticNucleus,23_1_820
9_1_4854,PterygoidPlateOfSphenoid,23_1_820
9_1_4855,SectionOfPyramidalTract,23_1_6642
9_1_4856,PathologicalCyst,23_1_6643
9_1_4857,Route,23_1_820
9_1_4858,SoftPalate,23_1_820
9_1_4859,ArticularFacetOfCalcaneum,23_1_741
9_1_4860,TubercleOfTalus,23_1_820
9_1_4861,WallOfOrbit,23_1_820
9_1_4862,Substance,23_1_6661
9_1_4863,Addiction,23_1_6662
9_1_4864,BodyStructure,23_1_6663
9_1_4865,BodyStructure,23_1_6664
9_1_4866,BodyStructure,23_1_6665
9_1_4867,Leaflet,23_1_6666
9_1_4868,Lecithin,23_1_273
9_1_4869,Cortex,23_1_6667
9_1_4870,AdrenalGland,23_1_884
9_1_4871,AnteriorClinoidProcess,23_1_884
9_1_4872,ThrombusLesion,23_1_6668
9_1_4873,CardiacMuscle,23_1_6670
9_1_4874,BodyStructure,23_1_6671
9_1_4875,AuricularAppendage,23_1_884
9_1_4876,BundleBranch,23_1_884
9_1_4877,CommonCarotidArtery,23_1_884
9_1_4878,CommonIliacArtery,23_1_884
9_1_4879,CommonIliacVein,23_1_884
9_1_4880,Ear,23_1_884
9_1_4881,Hearing,23_1_6684
9_1_4882,EthmoidSinus,23_1_884
9_1_4883,ExternalIliacVein,23_1_884
9_1_4884,Eye,23_1_884
9_1_4885,Vision,23_1_6685
9_1_4886,GastricArtery,23_1_884
9_1_4887,GastroepiploicArtery,23_1_884
9_1_4888,HeartAtrium,23_1_884
9_1_4889,HeartVentricle,23_1_884
9_1_4890,IneffectiveProcess,23_1_6696
9_1_4891,InferiorPhrenicArtery,23_1_884
9_1_4892,InternalIliacVein,23_1_884
9_1_4893,LesserWingOfSphenoid,23_1_884
9_1_4894,LowerCanine,23_1_884
9_1_4895,LowerCentralIncisor,23_1_884
9_1_4896,LowerFirstMolar,23_1_884
9_1_4897,LowerFirstPremolar,23_1_884
9_1_4898,LowerIncisor,23_1_884
9_1_4899,LowerLateralIncisor,23_1_884
9_1_4900,LowerSecondMolar,23_1_884
9_1_4901,LowerSecondPremolar,23_1_884
9_1_4902,LowerWisdomTooth,23_1_884
9_1_4903,Lung,23_1_884
9_1_4904,MainBronchus,23_1_884
9_1_4905,ThrombusLesion,23_1_6707
9_1_4906,OvarianVein,23_1_884
9_1_4907,Ovary,23_1_884
9_1_4908,ParietalBone,23_1_884
9_1_4909,PulmonaryArtery,23_1_884
9_1_4910,PulmonaryVein,23_1_884
9_1_4911,RenalArtery,23_1_884
9_1_4912,RenalVein,23_1_884
9_1_4913,SubclavianArtery,23_1_884
9_1_4914,SuprarenalVein,23_1_884
9_1_4915,TesticularVein,23_1_884
9_1_4916,Testis,23_1_884
9_1_4917,Tooth,23_1_884
9_1_4918,UpperCanine,23_1_884
9_1_4919,UpperCentralIncisor,23_1_884
9_1_4920,UpperFirstMolar,23_1_884
9_1_4921,UpperFirstPremolar,23_1_884
9_1_4922,UpperIncisor,23_1_884
9_1_4923,UpperLateralIncisor,23_1_884
9_1_4924,UpperSecondMolar,23_1_884
9_1_4925,UpperSecondPremolar,23_1_884
9_1_4926,UpperWisdomTooth,23_1_884
9_1_4927,IneffectiveProcess,23_1_6725
9_1_4928,VentricularOutflowTract,23_1_1290
9_1_4929,PurkinjeFibres,23_1_788
9_1_4930,BodyStructure,23_1_6729
9_1_4931,VisualAxis,23_1_6730
9_1_4932,VisualField,23_1_6731
9_1_4933,ExaminingProcess,23_1_6758
9_1_4934,Oedema,23_1_6759
9_1_4935,OedemaSymptom,23_1_6759
9_1_4936,Displacement,23_1_6760
9_1_4937,Sign,23_1_6758
9_1_4938,SwellingSymptom,23_1_6759
9_1_4939,Symptom,23_1_6758
9_1_4940,UlceratingLesion,23_1_6761
9_1_4941,Lemon,23_1_273
9_1_4942,DimensionDecreasingProcess,23_1_6762
9_1_4943,DimensionIncreasingProcess,23_1_6762
9_1_4944,OpaqueStructure,23_1_6767
9_1_4945,LensOpacity,23_1_2909
9_1_4946,InfectionLesion,23_1_6768
9_1_4947,CatabolicProcess,23_1_6772
9_1_4948,CornuOfHyoidBone,23_1_6774
9_1_4949,LesserWing,23_1_2554
9_1_4950,Lethargy,23_1_129
9_1_4951,Leucine,23_1_273
9_1_4952,Leucocyte,23_1_1066
9_1_4953,MalignantNeoplasticProcess,23_1_6782
9_1_4954,PathologicalPhenomenon,23_1_6783
9_1_4955,Haematopoiesis,23_1_6784
9_1_4956,Keratinisation,23_1_6786
9_1_4957,PathologicalBodyStructure,23_1_6787
9_1_4958,ProcessActivity,23_1_6799
9_1_4959,Rubbing,23_1_6802
9_1_4960,Scratching,23_1_6802
9_1_4961,Eczema,23_1_6803
9_1_4962,Kidney,23_1_884
9_1_4963,Risking,23_1_6805
9_1_4964,Ligament,23_1_3435
9_1_4965,Ligament,23_1_6808
9_1_4966,Ligament,23_1_1621
9_1_4967,Ligament,23_1_1623
9_1_4968,Ligament,23_1_3453
9_1_4969,Ligament,23_1_2820
9_1_4970,Ligament,23_1_1627
9_1_4971,Ligament,23_1_3480
9_1_4972,Ligament,23_1_3516
9_1_4973,Ligament,23_1_2848
9_1_4974,Ligament,23_1_1630
9_1_4975,Ligament,23_1_6815
9_1_4976,Ligament,23_1_2722
9_1_4977,Occluding,23_1_6824
9_1_4978,ExternalStimulusSensation,23_1_6825
9_1_4979,Displacement,23_1_6827
9_1_4980,PhysicalPresentation,23_1_6829
9_1_4981,BodyStructure,23_1_6830
9_1_4982,BodyStructure,23_1_6831
9_1_4983,Shape,23_1_1241
9_1_4984,BodyStructure,23_1_6832
9_1_4985,InternalLinearSegment,23_1_6834
9_1_4986,InternalRegion,23_1_6835
9_1_4987,InternalLinearSegment,23_1_6836
9_1_4988,BodyStructure,23_1_5298
9_1_4989,InternalLinearSegment,23_1_6837
9_1_4990,InternalLinearSegment,23_1_6838
9_1_4991,BodyStructure,23_1_6839
9_1_4992,PhysicalPresentation,23_1_6840
9_1_4993,GrooveOfTooth,23_1_6843
9_1_4994,KeratosisLesion,23_1_6844
9_1_4995,SectionOfOralMucosa,23_1_6845
9_1_4996,Route,23_1_6847
9_1_4997,Septum,23_1_2560
9_1_4998,LingualSurfaceOfTooth,23_1_6544
9_1_4999,LingualSurfaceOfTooth,23_1_2789
